rel_path,file_basename,time_band,cand_landmark,cand_city,cand_state,cand_country,matched,match_level,lat,lon,region,source,confidence
morning\Mountain_valley_during_summer_sunrise_view_from_Ve_k__Cho___Slovakia_horiz.jpg,Mountain_valley_during_summer_sunrise_view_from_Ve_k__Cho___Slovakia_horiz.jpg,morning,,,,,,,,,,,
morning\Mountain_valley_landscape_during_sunrise_at_summer_time__Carpathian_mountains__Ukraine_vert.jpg,Mountain_valley_landscape_during_sunrise_at_summer_time__Carpathian_mountains__Ukraine_vert.jpg,morning,,,,,,,,,,,
morning\Mount_Fitz_Roy__Cerro_Chalten__at_sunrise__El_Chalt_n__Glaciers_National_Park__Argentina_horiz.jpg,Mount_Fitz_Roy__Cerro_Chalten__at_sunrise__El_Chalt_n__Glaciers_National_Park__Argentina_horiz.jpg,morning,,,,,,,,,,,
morning\Mount_Fuji_against_a_beautiful_morning_sky__Japan_horiz.jpg,Mount_Fuji_against_a_beautiful_morning_sky__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Mount_Fuji_at_sunrise__Japan_horiz.jpg,Mount_Fuji_at_sunrise__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Mount_Fuji_in_the_morning_sun_view_from_Taikanzan__Hakone_machi__Kanagawa__Japan_horiz.jpg,Mount_Fuji_in_the_morning_sun_view_from_Taikanzan__Hakone_machi__Kanagawa__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Mount_Fuji_with_morning_spring_flower_garden__Oshi_park__Kawaguchiko_lake__Yamanashi__Japan_vert.jpg,Mount_Fuji_with_morning_spring_flower_garden__Oshi_park__Kawaguchiko_lake__Yamanashi__Japan_vert.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Mount_Fuji_with_sunrise_view_from_Mount_Ryugatake__Yamanashi__Japan_horiz.jpg,Mount_Fuji_with_sunrise_view_from_Mount_Ryugatake__Yamanashi__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Mount_Rushmore_National_Memorial_in_the_Black_Hills_at_sunrise__Keystone__South_Dakota__USA_horiz.jpg,Mount_Rushmore_National_Memorial_in_the_Black_Hills_at_sunrise__Keystone__South_Dakota__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Mount_Saint_Helens_with_wildflowers_at_sunrise__Skamania_County__Washington__USA_vert.jpg,Mount_Saint_Helens_with_wildflowers_at_sunrise__Skamania_County__Washington__USA_vert.jpg,morning,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
morning\Mount_Shuksan_over_forest_at_sunrise__Whatcom_County__Washington__USA_horiz.jpg,Mount_Shuksan_over_forest_at_sunrise__Whatcom_County__Washington__USA_horiz.jpg,morning,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
morning\Multicolored_sunrise_over_the_ocean_on_the_Gold_Coast__Queensland__Australia_horiz.jpg,Multicolored_sunrise_over_the_ocean_on_the_Gold_Coast__Queensland__Australia_horiz.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Namib_desert_at_sunrise__Namib_Naukluft_National_Park__Namibia_horiz.jpg,Namib_desert_at_sunrise__Namib_Naukluft_National_Park__Namibia_horiz.jpg,morning,,,,,,,,,,,
morning\Namib_Desert_landscape_of_red_granite_rocks_in_Spitzkoppe_area_at_sunrise__Namibia_vert.jpg,Namib_Desert_landscape_of_red_granite_rocks_in_Spitzkoppe_area_at_sunrise__Namibia_vert.jpg,morning,,,,,,,,,,,
morning\Natural_summer_mountain_valley_landscape_during_sunrise_horiz.jpg,Natural_summer_mountain_valley_landscape_during_sunrise_horiz.jpg,morning,,,,,,,,,,,
morning\Nearly_sunset_at_Inks_Lake_State_Park__Burnet_County__Texas__USA_horiz.jpg,Nearly_sunset_at_Inks_Lake_State_Park__Burnet_County__Texas__USA_horiz.jpg,morning,,,Texas,USA,texas,state,31.0,-100.0,NA,gazetteer,med
morning\New_York_City_panorama_skyline_at_sunrise__Manhattan_office_buildings_in_the_morning__USA_vert.jpg,New_York_City_panorama_skyline_at_sunrise__Manhattan_office_buildings_in_the_morning__USA_vert.jpg,morning,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
morning\Nightcliff_sunrise__Darwin__Northern_Territory__Australia_horiz.jpg,Nightcliff_sunrise__Darwin__Northern_Territory__Australia_horiz.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Night_and_sunrise_shots_composed__Ta_Chompu_bridge__Lampun__Thailand_horiz.jpg,Night_and_sunrise_shots_composed__Ta_Chompu_bridge__Lampun__Thailand_horiz.jpg,morning,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
morning\Norwegian_fjord_at_sunrise__M_re_og_Romsdal__Norway_vert.jpg,Norwegian_fjord_at_sunrise__M_re_og_Romsdal__Norway_vert.jpg,morning,,,,Norway,norway,country,60.472,8.4689,EU,gazetteer,med
morning\Old_Man_of_Coniston_from_water_at_sunrise__Lake_District_National_park__Cumbria__England__UK_horiz.jpg,Old_Man_of_Coniston_from_water_at_sunrise__Lake_District_National_park__Cumbria__England__UK_horiz.jpg,morning,,,,,,,,,,,
morning\Olkhon_island_scenery_at_sunrise_in_Baikal_lake__Russia_vert.jpg,Olkhon_island_scenery_at_sunrise_in_Baikal_lake__Russia_vert.jpg,morning,,,,,,,,,,,
morning\One_Calm_Tree__morning_at_Lake_Wanaka__New_Zealand_horiz.jpg,One_Calm_Tree__morning_at_Lake_Wanaka__New_Zealand_horiz.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Ovelooking_at_Man_O__039_War_cove_at_sunrise__Dorset__England__UK_horiz.jpg,Ovelooking_at_Man_O__039_War_cove_at_sunrise__Dorset__England__UK_horiz.jpg,morning,,,,,,,,,,,
morning\Overlooking_Dead_Horse_Canyon_near_Moab_just_before_sunrise__Utah__USA_horiz.jpg,Overlooking_Dead_Horse_Canyon_near_Moab_just_before_sunrise__Utah__USA_horiz.jpg,morning,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
morning\Oxbow_Bend_on_Snake_river_at_sunrise__Grand_Tetons_National_Park__Wyoming__USA_horiz.jpg,Oxbow_Bend_on_Snake_river_at_sunrise__Grand_Tetons_National_Park__Wyoming__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Paine_Massif_at_dawn__lake_Peho___Patagonia__Chile_horiz.jpg,Paine_Massif_at_dawn__lake_Peho___Patagonia__Chile_horiz.jpg,morning,,,,,,,,,,,
morning\Palouse_hills_and_red_barn_at_sunrise__Washington_state__USA_horiz.jpg,Palouse_hills_and_red_barn_at_sunrise__Washington_state__USA_horiz.jpg,morning,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
morning\Pando_aspen_grove_in_Fishlake_National_Forest_at_morning__Utah__USA_vert.jpg,Pando_aspen_grove_in_Fishlake_National_Forest_at_morning__Utah__USA_vert.jpg,morning,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
morning\Panorama_of_the_winter_sunrise_in_mountains_horiz.jpg,Panorama_of_the_winter_sunrise_in_mountains_horiz.jpg,morning,,,,,,,,,,,
morning\Panorama_with_winter_sunrise_in_Alps_mountains__Dolomites__South_Tyrol__Italy_horiz.jpg,Panorama_with_winter_sunrise_in_Alps_mountains__Dolomites__South_Tyrol__Italy_horiz.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Panoramic_view_of_Colosseum_in_Rome_and_morning_sun__Italy_horiz.jpg,Panoramic_view_of_Colosseum_in_Rome_and_morning_sun__Italy_horiz.jpg,morning,,Rome,,Italy,rome,city,41.9028,12.4964,EU,gazetteer,high
morning\Panoramic_view_of_Saint_Lucia__039_s_Twin_Pitons_at_sunrise_vert.jpg,Panoramic_view_of_Saint_Lucia__039_s_Twin_Pitons_at_sunrise_vert.jpg,morning,,,,,,,,,,,
morning\Pastel_clouds_over_peaks_of_Brooks_Range_in_Arctic_Alaska_North_Slope_at_sunrise__USA_horiz.jpg,Pastel_clouds_over_peaks_of_Brooks_Range_in_Arctic_Alaska_North_Slope_at_sunrise__USA_horiz.jpg,morning,,,Alaska,USA,alaska,state,64.2008,-149.4937,NA,gazetteer,med
morning\Path_by_the_River_Main_in_the_morning__Dorfprozelten__Spessart__Franconia__Bavaria__Germany_horiz.jpg,Path_by_the_River_Main_in_the_morning__Dorfprozelten__Spessart__Franconia__Bavaria__Germany_horiz.jpg,morning,,,,,,,,,,,
morning\Path_through_reed_beds_on_an_early_morning_at_sunrise__Utv_linge__Sweden_horiz.jpg,Path_through_reed_beds_on_an_early_morning_at_sunrise__Utv_linge__Sweden_horiz.jpg,morning,,,,,,,,,,,
morning\People_trekking_the_Navajo_loop_trail_in_Bryce_Canyon_National_Park_at_sunrise__Utah__USA_horiz.jpg,People_trekking_the_Navajo_loop_trail_in_Bryce_Canyon_National_Park_at_sunrise__Utah__USA_horiz.jpg,morning,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
morning\Perc__Rock_at_dawn___le_Bonaventure_et_du_Rocher_Perc__National_Park__Gasp__Peninsula__Quebec__Canada_horiz.jpg,Perc__Rock_at_dawn___le_Bonaventure_et_du_Rocher_Perc__National_Park__Gasp__Peninsula__Quebec__Canada_horiz.jpg,morning,,,,,,,,,,,
morning\Pier_at_Umhlanga_Rocks_during_sunrise__Durban__South_Africa_horiz.jpg,Pier_at_Umhlanga_Rocks_during_sunrise__Durban__South_Africa_horiz.jpg,morning,,,,,,,,,,,
morning\Pine_tree_island_reflection_in_water_at_dawn__Vietnam_horiz.jpg,Pine_tree_island_reflection_in_water_at_dawn__Vietnam_horiz.jpg,morning,,,,Vietnam,vietnam,country,14.0583,108.2772,AS,gazetteer,med
morning\Ponta_de_S_o_Louren_o_morning_view__Cani_al__Madeira_island__Portugal_vert.jpg,Ponta_de_S_o_Louren_o_morning_view__Cani_al__Madeira_island__Portugal_vert.jpg,morning,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
morning\Praia_da_Fal_sia_cliffs_and_beach_at_dawn__Albufeira__Algarve__Faro__Portugal_horiz.jpg,Praia_da_Fal_sia_cliffs_and_beach_at_dawn__Albufeira__Algarve__Faro__Portugal_horiz.jpg,morning,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
morning\Prolific_bluebonnets_at_Muleshoe_Bend_near_Austin_at_sunrise__Texas__USA_horiz.jpg,Prolific_bluebonnets_at_Muleshoe_Bend_near_Austin_at_sunrise__Texas__USA_horiz.jpg,morning,,,Texas,USA,texas,state,31.0,-100.0,NA,gazetteer,med
morning\Pumpkin_patch_at_sunset_on_a_late_afternoon_in_early_autumn__Newton__Massachusetts__USA_vert.jpg,Pumpkin_patch_at_sunset_on_a_late_afternoon_in_early_autumn__Newton__Massachusetts__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Purple_heather_at_summer_sunrise__Ilkley_Moor_Cow_and_Calf_Rocks__Hangingstone_Road__England__UK_vert.jpg,Purple_heather_at_summer_sunrise__Ilkley_Moor_Cow_and_Calf_Rocks__Hangingstone_Road__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Pyramid_Mountain_and_lake_in_Jasper_National_Park_at_sunrise__Alberta__Canada_vert.jpg,Pyramid_Mountain_and_lake_in_Jasper_National_Park_at_sunrise__Alberta__Canada_vert.jpg,morning,,,,,,,,,,,
morning\Quiraing_dawn__Isle_of_Skye__Scotland__UK_vert.jpg,Quiraing_dawn__Isle_of_Skye__Scotland__UK_vert.jpg,morning,,,,,,,,,,,
morning\Red_winter_dawn__Nine_stones_close__Peak_District__Derbyshire__England__UK_vert.jpg,Red_winter_dawn__Nine_stones_close__Peak_District__Derbyshire__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Reflection_of_snow_capped_Maroon_Bells_in_fall_at_sunrise__Colorado__USA_horiz.jpg,Reflection_of_snow_capped_Maroon_Bells_in_fall_at_sunrise__Colorado__USA_horiz.jpg,morning,,,Colorado,USA,colorado,state,39.5501,-105.7821,NA,gazetteer,med
morning\Rice_fields_near_the_village_of_Ubud_at_sunrise__Bali__Indonesia_vert.jpg,Rice_fields_near_the_village_of_Ubud_at_sunrise__Bali__Indonesia_vert.jpg,morning,,,,,,,,,,,
morning\Rice_field_and_strange_shape_high_mountain_at_sunrise__Cao_B_ng_Province__north_of_Vietnam_vert.jpg,Rice_field_and_strange_shape_high_mountain_at_sunrise__Cao_B_ng_Province__north_of_Vietnam_vert.jpg,morning,,,,Vietnam,vietnam,country,14.0583,108.2772,AS,gazetteer,med
morning\Rising_sun_lights_boiling_water_erupting_from_Strokkur_Geyser_on_summer_morning__Iceland_vert.jpg,Rising_sun_lights_boiling_water_erupting_from_Strokkur_Geyser_on_summer_morning__Iceland_vert.jpg,morning,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
morning\River_Thames_Tower_Bridge_and_Tower_of_London_in_the_morning_light__London__England__UK_horiz.jpg,River_Thames_Tower_Bridge_and_Tower_of_London_in_the_morning_light__London__England__UK_horiz.jpg,morning,,London,,,london,city,51.5074,-0.1278,EU,gazetteer,high
morning\Rocks_and_moss_in_the_morning_at_Co_Thach_beach__Tuy_Phong__Binh_Thuan_province__Vietnam_horiz.jpg,Rocks_and_moss_in_the_morning_at_Co_Thach_beach__Tuy_Phong__Binh_Thuan_province__Vietnam_horiz.jpg,morning,,,,Vietnam,vietnam,country,14.0583,108.2772,AS,gazetteer,med
morning\Rolling_hills_of_wheat_at_sunrise__Palouse__Washington_State__USA_horiz.jpg,Rolling_hills_of_wheat_at_sunrise__Palouse__Washington_State__USA_horiz.jpg,morning,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
morning\Roque_de_Agando_in_morning_light__Garajonay_National_Park__La_Gomera__Canary_Islands__Spain_vert.jpg,Roque_de_Agando_in_morning_light__Garajonay_National_Park__La_Gomera__Canary_Islands__Spain_vert.jpg,morning,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
morning\Rubjerg_Knude_Lighthouse_at_sunrise__Jutland__Hj_rring__Denmark_horiz.jpg,Rubjerg_Knude_Lighthouse_at_sunrise__Jutland__Hj_rring__Denmark_horiz.jpg,morning,,,,,,,,,,,
morning\Saint_Michel_chapel_on_Lake_Serre_Pon_on_at_dawn__Hautes_Alpes__France_horiz.jpg,Saint_Michel_chapel_on_Lake_Serre_Pon_on_at_dawn__Hautes_Alpes__France_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Sandy_beach_at_dawn__Leba__Baltic_Sea__Poland_vert.jpg,Sandy_beach_at_dawn__Leba__Baltic_Sea__Poland_vert.jpg,morning,,,,,,,,,,,
morning\San_Martino_di_Castrozza_at_winter_dawn_after_snowfall__Dolomites__Primiero__Trentino__Italy_horiz.jpg,San_Martino_di_Castrozza_at_winter_dawn_after_snowfall__Dolomites__Primiero__Trentino__Italy_horiz.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Sassi_di_Matera_at_dawn__Matera__Basilicata__Italy_vert.jpg,Sassi_di_Matera_at_dawn__Matera__Basilicata__Italy_vert.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Scenery_of_desert_at_sunrise__Truckee_Meadows__Reno__Nevada__USA_horiz.jpg,Scenery_of_desert_at_sunrise__Truckee_Meadows__Reno__Nevada__USA_horiz.jpg,morning,,,Nevada,USA,nevada,state,38.8026,-116.4194,NA,gazetteer,med
morning\Scenery_of_mountains_of_French_Alps_at_sunrise__Valle_Blanche__Haute_Savoie__France_horiz.jpg,Scenery_of_mountains_of_French_Alps_at_sunrise__Valle_Blanche__Haute_Savoie__France_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Scenic_morning_landscape_of_Lake_Tahoe_shore_with_clear_waters__Nevada__USA_horiz.jpg,Scenic_morning_landscape_of_Lake_Tahoe_shore_with_clear_waters__Nevada__USA_horiz.jpg,morning,,,Nevada,USA,nevada,state,38.8026,-116.4194,NA,gazetteer,med
morning\Scenic_view_of_farm_against_dramatic_sky_during_sunrise__Bangkok__Thailand_horiz.jpg,Scenic_view_of_farm_against_dramatic_sky_during_sunrise__Bangkok__Thailand_horiz.jpg,morning,,Bangkok,,Thailand,bangkok,city,13.7563,100.5018,AS,gazetteer,high
morning\Scenic_view_of_sunrise__Philippines_horiz.jpg,Scenic_view_of_sunrise__Philippines_horiz.jpg,morning,,,,,,,,,,,
morning\Seafarers_Bridge__early_light_at_Melbourne_City__Victoria__Australia_vert.jpg,Seafarers_Bridge__early_light_at_Melbourne_City__Victoria__Australia_vert.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Sea_Cliff_Bridge_on_sunrise__Grand_Pacific_Drive__Illawarra__New_South_Wales__Australia_horiz.jpg,Sea_Cliff_Bridge_on_sunrise__Grand_Pacific_Drive__Illawarra__New_South_Wales__Australia_horiz.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Sea_stacks_of_Reynisdrangar_at_sunrise_from_the_black_volcanic_sand_beach_at_V_k___M_rdal__South_Iceland_horiz.jpg,Sea_stacks_of_Reynisdrangar_at_sunrise_from_the_black_volcanic_sand_beach_at_V_k___M_rdal__South_Iceland_horiz.jpg,morning,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
morning\Sea_stack_near_in_Mornington_Peninsula_near_Melbourne__Victoria__Australia_vert.jpg,Sea_stack_near_in_Mornington_Peninsula_near_Melbourne__Victoria__Australia_vert.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Sea_stack_rocks_at_sunrise__Ponta_do_Rosto__Sao_Lourenco_Peninsula__Madeira_island__Portugal_horiz.jpg,Sea_stack_rocks_at_sunrise__Ponta_do_Rosto__Sao_Lourenco_Peninsula__Madeira_island__Portugal_horiz.jpg,morning,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
morning\Serenity_at_Lake_Wanaka__That_W_naka_Tree_at_dawn__Otago_region__South_Island_of_New_Zealand_horiz.jpg,Serenity_at_Lake_Wanaka__That_W_naka_Tree_at_dawn__Otago_region__South_Island_of_New_Zealand_horiz.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Ski_resort_La_Clusaz_with_the_Aravis_mountains_at_sunrise__Haute_Savoie__France_horiz.jpg,Ski_resort_La_Clusaz_with_the_Aravis_mountains_at_sunrise__Haute_Savoie__France_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Slow_moving_ocean_glazed_by_the_warm_tones_of_a_golden_sunrise_horiz.jpg,Slow_moving_ocean_glazed_by_the_warm_tones_of_a_golden_sunrise_horiz.jpg,morning,,,,,,,,,,,
morning\Spring_bluebells_in_West_Wood_near_Marlborough_at_morning__Wiltshire__England__UK_horiz.jpg,Spring_bluebells_in_West_Wood_near_Marlborough_at_morning__Wiltshire__England__UK_horiz.jpg,morning,,,,,,,,,,,
morning\Spring_dawn_at_Pian_di_Cultura__Veneto__Italy_horiz.jpg,Spring_dawn_at_Pian_di_Cultura__Veneto__Italy_horiz.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Spring_early_morning_in_the_Gullkrona_forest__T_nsberg__Norway_horiz.jpg,Spring_early_morning_in_the_Gullkrona_forest__T_nsberg__Norway_horiz.jpg,morning,,,,Norway,norway,country,60.472,8.4689,EU,gazetteer,med
morning\Spring_morning_view_of_Porto_Katsiki_Beach_on_Lefkada_Island__Ionian_Sea__Greece_horiz.jpg,Spring_morning_view_of_Porto_Katsiki_Beach_on_Lefkada_Island__Ionian_Sea__Greece_horiz.jpg,morning,,,,Greece,greece,country,39.0742,21.8243,EU,gazetteer,med
morning\Spring_sunrise_at_Mount_Moran_in_Grand_Teton_National_Park__Wyoming__USA_horiz.jpg,Spring_sunrise_at_Mount_Moran_in_Grand_Teton_National_Park__Wyoming__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Staircase_on_Deogyusan_mountains_covered_with_snow_in_winter_at_sunrise__South_Korea_horiz.jpg,Staircase_on_Deogyusan_mountains_covered_with_snow_in_winter_at_sunrise__South_Korea_horiz.jpg,morning,,,,,,,,,,,
morning\Stone_formations_at_Praia_Ursa_beach_against_the_morning_sun__Sintra__Portugal_horiz.jpg,Stone_formations_at_Praia_Ursa_beach_against_the_morning_sun__Sintra__Portugal_horiz.jpg,morning,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
morning\Stormy_sunrise_over_Saint_Mary_Lake__Glacier_National_Park__Montana__USA_horiz.jpg,Stormy_sunrise_over_Saint_Mary_Lake__Glacier_National_Park__Montana__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\St_Michael__039_s_Mount_lighten_up_in_sunrise__Cornwall__England__UK_vert.jpg,St_Michael__039_s_Mount_lighten_up_in_sunrise__Cornwall__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Summer_sunrise_in_Carpathian_mountains_near_Rika_village_location__Ukraine_horiz.jpg,Summer_sunrise_in_Carpathian_mountains_near_Rika_village_location__Ukraine_horiz.jpg,morning,,,,,,,,,,,
morning\Summer_sunrise_on_a_lonely_beach__Cala_des_Moro_near_Santany___Mallorca__Spain_vert.jpg,Summer_sunrise_on_a_lonely_beach__Cala_des_Moro_near_Santany___Mallorca__Spain_vert.jpg,morning,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
morning\Summer_sunrise_on_Lofoten_Islands__Norway_horiz.jpg,Summer_sunrise_on_Lofoten_Islands__Norway_horiz.jpg,morning,Lofoten Islands,,,Norway,lofoten islands,landmark,68.209,13.8456,EU,gazetteer,high
morning\Summer_sunrise_on_the_Eibsee_lake_in_German_Alps__Germany_horiz.jpg,Summer_sunrise_on_the_Eibsee_lake_in_German_Alps__Germany_horiz.jpg,morning,,,,,,,,,,,
morning\Summer_sunrise_on_the_Innerdalsvatna_lake__morning_scene_in_Norway_horiz.jpg,Summer_sunrise_on_the_Innerdalsvatna_lake__morning_scene_in_Norway_horiz.jpg,morning,,,,Norway,norway,country,60.472,8.4689,EU,gazetteer,med
morning\Summer_sunrise_over_Washington__D_C___Arlington__Virginia__USA_horiz.jpg,Summer_sunrise_over_Washington__D_C___Arlington__Virginia__USA_horiz.jpg,morning,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
morning\Summer_sunrise_with_pony_in_fog_on_pasture_and_windmill__Groningen__Netherlands_horiz.jpg,Summer_sunrise_with_pony_in_fog_on_pasture_and_windmill__Groningen__Netherlands_horiz.jpg,morning,,,,,,,,,,,
morning\Sunbeams_behind_an_oak_tree_at_sunrise__Belintash__Rhodope_Mountains__Bulgaria_horiz.jpg,Sunbeams_behind_an_oak_tree_at_sunrise__Belintash__Rhodope_Mountains__Bulgaria_horiz.jpg,morning,,,,,,,,,,,
morning\Sunlight_reflecting_on_tree_trunks_of_pine_forest_on_a_misty_morning_in_autumn__Hesse__Germany_vert.jpg,Sunlight_reflecting_on_tree_trunks_of_pine_forest_on_a_misty_morning_in_autumn__Hesse__Germany_vert.jpg,morning,,,,,,,,,,,
morning\Sunny_autumn_scene_of_Vorderer__Gosausee__lake__morning_view_of_Austrian_Alps__Upper_Austria_horiz.jpg,Sunny_autumn_scene_of_Vorderer__Gosausee__lake__morning_view_of_Austrian_Alps__Upper_Austria_horiz.jpg,morning,,,,,,,,,,,
morning\Sunny_summer_morning_on_the_Vorderer_Gosausee_lake_in_the_Austrian_Alps__Austria_horiz.jpg,Sunny_summer_morning_on_the_Vorderer_Gosausee_lake_in_the_Austrian_Alps__Austria_horiz.jpg,morning,,,,,,,,,,,
morning\Sunrise_and_a_seal__De_Cocksdorp__Netherlands_horiz.jpg,Sunrise_and_a_seal__De_Cocksdorp__Netherlands_horiz.jpg,morning,,,,,,,,,,,
